InvoiceNo,InvoiceRevenue,InvoiceQuantity
572221,229.41,129
571246,142.04,326
573543,242.85,160
574249,436.79,156
576587,265.96,202
577506,495.36,214
577551,265.83,125
576066,187.26,168
578325,161.52,86
579499,574.98,378
574869,280.77,140
578087,150.55,87
576519,181.66,67
577823,392.4,216
576613,310.04,60
580298,459.86,469
580550,369.44,448
580756,77.28,25
578526,215.76,98
540680,434.04,365
538209,185.06,104
536784,2170.9,1330
536851,1368.4,360
537646,384.3,124
541115,1608.66,748
538868,824.02,814
538810,120.95,33
538722,307.39,104
538633,129.57,57
546367,1726.6,504
547822,1444.8,522
548315,303.32,60
546088,298.0,21
544675,116.09,97
547377,401.35,273
549259,228.84,352
543483,78.62,36
552042,1208.31,545
552284,321.9,178
552530,344.86,252
552614,562.54,387
553007,635.66,710
550914,1701.5,522
552950,612.78,248
552879,738.6,561
552735,360.04,310
551514,94.45,20
553675,205.84,108
551774,109.38,50
549974,110.25,29
551872,206.6,124
553411,793.62,479
552965,330.63,147
554968,94.41,21
562429,423.84,136
558262,10174.94,8998
562847,315.72,172
561050,403.05,466
559911,270.9,104
560053,366.31,261
563028,83.25,31
559006,307.6,146
563184,153.64,66
568301,334.3,169
568576,815.04,700
567043,318.57,283
567128,1233.01,487
564200,84.69,52
565580,1298.18,682
568539,352.16,206
567375,519.53,215
563075,252.1,158
569003,134.96,71
574481,612.72,703
570117,225.9,342
574280,660.7,374
569714,93.82,252
570257,380.31,129
574755,372.24,118
573109,729.46,174
571734,124.88,82
569538,301.87,193
572298,167.95,17
578211,316.78,341
576696,623.54,396
576379,346.12,230
576645,643.96,584
575330,309.08,268
577515,117.74,114
578243,1050.32,452
580884,405.13,241
580672,303.29,236
581488,415.6,56
581572,250.52,60
552837,140.04,72
559888,311.92,200
565226,301.2,274
537757,314.1,86
539400,53.4,24
538076,272.36,141
540750,153.9,90
536986,124.14,104
537689,301.52,288
541216,416.54,507
537377,270.52,116
541215,1547.58,740
540568,646.54,246
542085,355.12,153
537051,317.29,121
540986,408.29,113
542320,203.25,71
541139,313.2,262
539408,183.74,224
546644,339.34,268
546679,283.73,252
544749,151.55,37
545669,177.6,64
545183,314.9,100
544332,333.0,238
543642,85.86,50
544898,129.2,66
549258,329.1,216
553684,550.52,248
551152,362.61,257
552365,272.46,115
553537,303.17,179
549429,313.5,158
549839,101.8,36
550968,727.78,360
553490,155.93,149
552353,360.29,309
549832,246.04,179
552139,162.24,86
549904,49.01,125
555735,450.4,296
558862,1561.09,856
559543,38.98,34
557747,333.57,237
560033,902.09,429
561871,377.29,251
559359,109.9,92
559308,306.42,194
558765,145.8,178
557303,101.88,64
561595,897.8,436
565765,520.3,318
567183,3790.17,2709
565331,115.1,61
563161,211.88,248
563944,1351.22,782
566317,778.65,442
569234,536.62,204
563927,199.22,258
565401,401.29,158
563162,339.26,286
563905,313.35,145
565990,371.7,260
566024,538.4,204
566591,570.19,589
565664,673.94,533
568469,204.15,81
571745,1588.75,711
572079,321.92,210
569717,312.98,182
570225,360.16,335
572926,306.45,111
572295,559.94,333
569827,340.9,222
572695,435.09,251
569647,828.0,240
570492,530.35,237
574079,155.8,84
573749,307.32,84
574883,162.34,131
579131,566.76,422
576201,100.8,43
577783,2786.4,1644
578059,222.84,140
575656,1855.99,777
578084,301.25,185
576881,389.13,233
575916,176.4,97
580482,421.87,206
581237,375.38,176
580596,304.41,207
580538,316.78,202
574098,151.05,87
547583,562.32,444
537369,226.45,93
541479,707.88,1108
541670,2756.84,1332
539307,2054.92,2856
541568,305.6,66
537044,431.45,93
540630,217.75,19
545287,117.0,60
548705,189.12,444
544330,147.2,122
548461,142.51,55
542727,136.24,54
543009,128.68,122
544394,307.4,72
544044,181.8,44
544452,177.68,110
546848,18.15,11
547018,174.6,162
542993,303.84,136
549300,768.83,391
552714,316.09,175
555819,430.98,214
549687,299.1,282
550989,251.79,157
549451,318.07,167
552953,561.81,901
553738,305.36,130
554113,403.23,215
553765,171.45,75
554362,150.35,43
553708,112.2,68
550616,354.78,270
553500,39.0,12
561897,205.2,111
562893,521.44,307
562774,326.4,128
562531,102.1,58
559358,180.39,449
558235,453.69,201
557858,311.23,288
560273,372.3,210
559142,381.17,109
560223,180.89,69
561808,362.0,204
562718,169.4,84
566079,985.62,782
568782,1018.22,494
567312,406.02,154
568916,166.08,86
563925,127.0,53
566329,207.57,50
566719,88.2,20
566328,153.72,204
567699,460.41,133
568139,192.39,143
564429,75.36,204
566261,378.64,159
570388,1209.88,646
571038,192.35,52
569412,447.62,276
570498,406.74,260
574043,633.58,556
574589,125.58,63
572224,1256.69,729
573363,508.22,426
573134,74.65,25
569860,139.88,67
576071,248.07,202
577700,187.33,107
578941,251.03,397
576355,1364.74,596
577539,507.68,502
577258,222.43,108
575339,312.12,94
577333,370.14,130
580114,289.52,240
580528,773.54,534
581018,275.76,360
581005,83.62,67
581170,885.98,418
541963,172.85,33
538207,270.22,259
538252,219.1,60
537648,402.61,271
541241,191.94,108
541504,233.05,73
540548,179.1,34
540839,246.98,126
539465,2062.44,876
541849,145.94,75
540168,445.22,239
544459,752.14,490
546434,357.07,91
542619,562.39,257
547350,657.68,664
546430,142.0,66
549148,187.7,141
545928,357.18,134
547100,536.78,382
545074,306.7,278
543833,160.2,47
547724,102.7,34
546419,153.41,50
550972,99.63,46
552444,172.18,63
556103,235.32,161
550000,582.72,351
552269,285.94,139
549957,151.55,97
552180,430.46,332
552468,360.18,347
554992,366.04,399
554071,1961.05,285
550274,344.4,190
557311,692.78,355
561473,544.2,264
558754,399.16,276
559862,515.72,354
557950,144.56,41
557888,157.94,80
559605,346.76,76
556777,714.35,386
558437,175.89,112
565430,347.5,337
565618,347.88,338
564553,150.35,104
565221,373.8,236
568207,760.97,557
567311,313.28,220
563170,243.21,195
564019,463.82,264
573106,216.96,137
571188,642.01,215
573359,258.9,150
573551,838.42,282
570509,416.69,260
570682,303.37,153
572315,130.55,45
572088,157.05,91
574311,981.77,471
571920,157.7,146
572244,503.62,270
578266,141.68,66
579414,387.42,212
576573,104.1,146
579690,139.92,91
575740,455.91,386
578107,127.68,116
576790,67.75,6
579465,218.75,113
580677,518.3,285
580980,662.7,461
580490,635.68,311
577824,301.29,97
576148,321.48,249
538182,114.24,38
536849,397.5,106
536607,303.97,93
541783,728.16,396
540032,299.92,88
542143,561.3,158
536836,263.3,133
543283,83.35,29
547273,420.25,145
547714,427.0,252
544573,892.95,520
544084,89.2,40
542520,238.67,167
542707,205.3,194
546166,270.4,208
547372,154.2,51
546403,572.8,268
550121,147.6,68
552563,2044.37,1176
554942,150.08,105
556183,360.04,162
553886,340.5,130
550162,168.54,80
561794,462.91,340
562980,1552.6,737
557799,707.05,591
557414,241.74,256
556886,299.94,208
560261,207.16,138
561708,130.2,80
562886,120.71,127
565846,121.5,60
566933,1465.6,320
563168,210.05,195
567385,5639.52,2472
563580,291.53,165
563937,817.89,520
567970,134.17,199
571219,781.14,680
571283,610.89,375
571214,879.8,451
573315,318.15,257
571006,387.7,230
573104,353.39,277
574143,120.0,174
573385,1008.67,633
576559,252.78,95
576695,177.93,99
577016,780.2,384
575080,377.28,408
575137,1833.69,495
575887,424.2,124
576352,95.1,50
576605,215.84,66
578547,324.74,361
575919,4041.18,2683
575085,341.44,108
581191,424.04,146
580882,102.8,38
580684,213.16,156
537468,415.46,167
538991,3240.4,3944
536771,118.38,66
536745,341.9,126
541530,523.98,403
540794,153.6,128
545327,417.2,216
545978,671.16,446
548255,383.07,115
546856,372.64,416
546399,231.3,94
547884,665.28,471
544678,252.87,295
547649,368.92,192
553552,439.8,484
554355,249.55,128
554949,327.66,130
550911,1079.4,530
554073,117.66,90
552803,309.16,159
550137,2221.02,728
555017,213.05,27
555003,158.1,65
549989,349.25,91
555575,310.05,143
549689,22.65,7
553691,870.92,438
552657,256.16,172
550005,310.0,200
562767,282.23,95
558339,174.05,133
557474,454.6,336
562551,201.07,129
558637,203.86,393
562880,4105.94,2630
556913,392.0,208
564743,125.77,50
563721,301.7,314
568918,25.2,12
563562,697.6,412
565610,357.34,226
565451,752.67,319
563377,494.17,337
563191,326.75,247
570016,904.14,448
569383,1395.09,1127
574328,7271.34,4981
572101,302.58,102
572129,547.34,178
570885,355.78,172
575371,305.6,340
577046,1342.71,524
575482,355.38,179
579525,1288.64,950
576653,4391.16,2900
581020,4949.24,3295
581187,598.6,292
541835,161.8,56
539102,1431.6,984
540943,220.33,107
538894,202.45,87
540188,296.66,303
541872,293.74,219
537128,211.74,135
537900,382.66,231
542000,620.14,424
539334,25.95,10
541002,188.69,135
544074,841.26,458
548484,145.27,77
545670,292.75,65
543774,1078.9,730
546762,28.18,22
548660,505.2,96
544036,188.7,18
547365,235.71,170
547713,157.7,106
551728,133.6,110
552818,102.3,14
553751,396.86,280
551395,112.32,88
556070,396.14,181
550711,1196.96,328
562525,100.21,75
561610,325.47,309
559864,406.23,361
556791,176.6,136
557761,183.56,305
558355,573.13,218
558757,219.01,93
561643,178.8,96
559091,224.84,110
564333,116.16,96
567822,507.04,454
568340,145.67,57
568645,644.75,268
565155,608.1,222
564660,735.67,431
567853,1632.62,1476
568154,202.64,281
563890,168.72,140
563091,292.87,137
569123,1132.55,327
566772,472.2,377
574575,482.67,350
570678,300.95,91
572026,430.5,125
571103,319.51,147
570256,306.09,213
575687,2581.07,1041
577536,118.72,59
578251,412.9,360
579012,164.93,44
579555,599.55,354
576592,504.43,254
575960,154.29,71
575682,279.5,141
575325,306.25,150
580096,545.78,497
581421,385.89,146
581415,333.68,226
560266,338.7,66
573419,243.94,82
581357,186.47,189
539727,71.28,25
539957,1262.85,872
536863,112.27,73
537843,171.15,59
539982,256.61,65
537440,214.32,67
537794,414.43,189
541256,477.61,347
541797,17.2,6
548496,3243.13,2271
548940,81.6,96
547922,183.9,54
546396,108.21,80
545050,375.17,174
545682,253.79,111
549189,229.3,98
547515,330.52,144
547504,877.88,721
548371,353.7,378
549059,198.91,99
554275,686.47,406
554986,360.0,204
556434,658.78,267
556475,417.33,497
555931,833.16,378
550317,346.4,194
552261,280.6,168
550132,224.73,127
552465,181.54,79
550776,140.85,67
552842,56.65,32
557636,349.18,205
558232,432.7,317
561719,331.9,330
561395,358.7,166
561105,414.25,195
561634,65.4,44
558079,151.66,42
562575,225.81,107
562376,300.36,275
568878,411.55,120
568938,321.93,249
564133,351.1,184
564316,391.68,212
565436,360.96,270
568583,138.03,75
565124,509.01,211
568235,183.62,106
567195,214.97,107
573167,70.68,108
573993,664.21,321
571564,417.29,218
574336,1195.09,559
570642,73.66,127
576611,378.49,150
577504,821.59,713
575867,813.75,595
575062,303.28,190
576078,581.07,451
576399,476.99,441
578533,271.2,128
575733,246.01,132
578334,82.8,64
579280,107.9,18
580134,308.06,194
580979,529.04,221
560914,310.93,130
570413,421.05,130
580111,1171.4,716
539859,192.4,100
537680,253.24,173
539581,455.6,82
536874,217.26,86
542107,773.55,325
536557,532.43,198
541996,333.08,188
541698,222.24,146
536960,225.65,125
537049,277.65,97
538260,300.65,105
537040,734.4,192
545062,267.2,99
545159,13.05,17
547327,523.98,201
545945,122.61,72
548176,283.71,242
543367,438.82,269
545181,176.5,55
545345,382.1,41
548561,557.53,255
548614,183.04,106
547517,326.5,321
547799,708.66,502
546033,15.9,2
544306,278.1,172
555844,160.15,70
552891,393.95,48
549296,394.44,152
550517,614.02,316
553520,100.08,39
552054,353.06,276
556485,210.95,48
550798,290.4,120
556468,111.03,33
559295,303.76,144
558621,300.04,496
557803,329.56,157
561715,308.02,278
559174,503.8,720
559305,142.1,69
566781,494.25,375
566979,987.72,606
563404,3209.15,1607
563477,170.39,75
565440,761.68,266
567176,105.08,33
568471,512.31,478
565738,582.8,277
567141,108.0,192
569901,172.82,68
571039,568.72,437
574835,407.96,136
573144,48.83,38
573900,161.85,31
575318,413.06,322
575848,246.86,232
575502,369.12,264
575706,360.84,248
577950,245.05,151
576327,243.53,72
575874,149.01,65
577135,239.72,340
578154,1.65,1
576604,835.97,460
575194,359.46,222
574880,370.25,341
578028,55.81,27
580725,300.22,394
537350,419.06,350
537404,56.85,38
541263,759.06,534
538872,304.9,90
540855,445.6,194
537593,571.0,300
537799,142.95,55
541839,370.41,198
537624,295.11,146
540976,919.98,505
537362,390.97,529
540172,138.98,54
537808,251.09,145
546640,238.2,100
545459,136.12,150
545993,421.09,199
546682,352.6,166
543117,213.9,21
546104,98.7,15
544933,1012.82,589
550193,2042.76,886
553570,399.21,141
554808,329.01,154
555202,110.55,66
555943,612.68,245
550890,526.5,187
551171,276.8,155
553346,306.45,147
549694,36.2,12
553527,1069.47,509
555240,213.86,151
550643,32.8,80
557518,113.12,154
558879,369.56,204
560052,413.64,248
557469,244.69,165
560579,566.13,241
556510,821.32,427
557639,246.74,313
559746,365.28,241
562537,771.75,421
556721,690.34,397
560272,150.1,47
559876,240.1,207
561008,185.7,96
557070,376.77,153
568423,573.4,118
563854,623.92,555
568168,402.9,416
565419,573.46,216
564544,138.14,106
569006,173.89,68
565751,258.64,115
567823,563.28,456
566724,252.1,70
569632,639.3,254
572565,573.45,193
569738,216.81,74
571735,785.07,307
569842,697.46,259
576274,300.34,226
577526,554.34,318
579196,8107.72,2106
575718,269.77,69
577808,75.0,44
576520,170.15,90
577051,174.98,113
575504,770.92,305
578099,350.57,183
579543,16.66,3
577408,110.95,15
576641,120.66,150
580639,102.13,101
580691,348.8,748
580719,534.96,264
580358,495.95,179
537601,108.78,62
537262,585.41,256
537393,2415.04,972
541569,685.12,319
542208,944.34,1326
538951,201.84,60
541676,530.48,351
539298,136.25,29
537334,430.73,146
543300,1637.19,829
546249,99.95,47
543597,801.6,274
545636,416.69,237
545655,96.24,66
545856,89.7,24
542868,252.66,98
544454,173.91,95
543280,131.9,82
548324,1622.48,2048
554261,256.98,89
550781,460.94,218
552948,311.86,118
554509,113.73,48
554832,282.86,234
555486,387.47,251
549590,423.0,400
555417,68.1,23
553188,209.18,100
553577,368.2,154
554813,103.21,38
551211,443.25,91
550299,2945.5,732
552197,211.44,264
552371,101.18,110
557484,539.81,384
558558,299.09,205
560449,335.1,220
560716,1532.76,600
562158,536.58,219
560584,112.74,32
560257,810.09,703
560553,126.35,83
559199,382.36,148
561700,231.96,132
563940,908.74,656
569220,750.04,596
565067,506.36,427
565388,460.25,202
568394,499.62,356
566726,305.13,125
567200,258.84,548
564753,612.09,443
569217,132.25,62
566916,160.0,4
565115,252.11,127
570719,190.6,188
571566,396.97,359
572484,283.76,138
573665,641.67,353
574629,216.49,51
569631,140.34,160
569845,187.35,61
570482,300.39,227
572024,376.9,270
570443,1263.97,901
575144,573.71,239
577690,346.44,144
577813,580.38,458
577772,689.52,536
575952,200.68,238
575885,302.62,140
580540,404.83,90
581336,318.51,92
549747,614.0,400
574832,630.06,226
536368,70.05,15
536534,115.65,51
541886,461.91,171
536401,354.23,124
536884,39.75,5
538065,428.6,208
539181,131.96,72
540480,816.25,367
539005,20.4,24
539320,707.06,358
536604,184.5,114
537217,167.2,16
537211,355.75,145
541439,69.6,96
542349,328.74,109
543447,802.65,440
546737,439.03,285
547367,200.16,79
549101,146.92,92
544899,190.93,97
548664,1407.19,713
544077,235.44,173
544495,973.65,454
547835,485.45,51
544293,325.54,758
546689,680.4,230
543527,314.1,116
545918,391.52,232
549844,420.47,260
549559,476.49,190
556254,136.25,119
553522,274.29,188
552321,368.26,194
554274,113.55,19
551055,480.36,292
558328,492.94,559
559679,793.88,372
559794,446.08,405
557319,880.85,571
562720,36.89,26
560544,60.65,25
565156,305.28,221
568075,114.18,53
566612,652.4,226
569020,1238.54,554
564225,452.16,432
572528,481.49,448
570830,648.27,357
570374,299.88,162
574506,102.82,31
572997,379.45,401
569684,90.6,44
570249,898.14,500
576638,219.35,117
579689,143.09,63
580100,113.88,68
576321,285.67,224
575563,225.46,186
576596,107.8,52
576390,130.85,56
581195,12.48,6
581425,395.78,350
580397,122.68,69
580314,20.11,55
580634,297.48,192
580965,369.73,175
549991,348.4,92
536402,357.0,116
548331,427.15,193
537606,631.65,279
538707,167.01,76
538196,1071.9,418
539047,219.6,168
536423,303.9,78
539411,258.7,114
546122,91.54,35
543529,178.15,35
545028,264.7,109
545400,501.99,281
544280,228.27,173
546314,166.5,116
551618,626.1,158
551821,270.02,101
